Unnamed: 0,Language,Party,Post,Username,prediction
161177,en,INC,Politician,ShashiTharoor,2
100090,hi,BKS,Politician,Sadhvi_prachi,0
94684,hi,AIMIM,Politician,G5MSabir005,2
92963,hi,BJP,Politician,kpmaurya1,2
156518,en,BJP,Political Leader,himantabiswa,0
90788,hi,INC,Politician,harishrawatcmuk,0
87252,hi,AIMIM,Political Leader,asadowaisi,2
153133,en,BJP,Politician,BjpBiplab,0
88649,hi,BJP,Politician,ChouhanShivraj,0
154597,en,BJP,Political Leader,DrPramodPSawant,0
13006,hi,INC,Party Handle,INCIndia,2
111367,en,BJP,Party Handle,BJP4India,0
10058,hi,BJP,Party Handle,BJP4India,2
15735,hi,INC,Party Handle,INCIndia,2
14434,hi,INC,Party Handle,INCIndia,2
85821,hi,BJP,Politician,AmitShah,2
95471,hi,BJP,Political Leader,narendramodi,0
96375,hi,BJP,Politician,PankajSinghBJP,0
107718,hi,SP,Party Handle,samajwadiparty,0
103982,hi,BJP,Political Leader,myogiadityanath,1
100183,hi,BKS,Politician,Sadhvi_prachi,2
106169,hi,SP,Party Handle,samajwadiparty,2
93077,hi,BJP,Politician,kpmaurya1,0
156625,en,BJP,Political Leader,himantabiswa,0
90892,hi,INC,Politician,harishrawatcmuk,0
99076,hi,BJP,Politician,rajnathsingh,2
97586,hi,BJP,Political Leader,pushkardhami,2
87398,hi,BJP,Politician,BjpBiplab,0
87023,hi,BJP,Politician,ianuragthakur,1
88288,hi,BJP,Politician,ChouhanShivraj,2
154224,en,BJP,Political Leader,DrPramodPSawant,0
111964,en,INC,Party Handle,INCIndia,2
11490,hi,BJP,Party Handle,BJP4India,2
9712,hi,BJP,Party Handle,BJP4India,2
15474,hi,INC,Party Handle,INCIndia,2
112588,en,INC,Party Handle,INCIndia,2
85596,hi,SP,Political Leader,yadavakhilesh,0
91448,hi,BJP,Political Leader,himantabiswa,0
98838,hi,BJP,Politician,SinghRPN,0
97211,hi,BJP,Political Leader,pushkardhami,0
96059,hi,BJP,Politician,nitin_gadkari,0
157646,en,BJP,Political Leader,NBirenSingh,0
90571,hi,INC,Politician,harishrawatcmuk,0
92715,hi,BJP,Politician,kpmaurya1,0
94576,hi,AIMIM,Politician,G5MSabir005,2
108968,hi,SP,Party Handle,samajwadiparty,0
107381,hi,SP,Party Handle,samajwadiparty,0
103605,hi,BJP,Political Leader,myogiadityanath,2
102177,hi,BJP,Politician,smritiirani,2
101474,hi,BJP,Politician,swatantrabjp,0
99898,hi,BKS,Politician,Sadhvi_prachi,0
105901,hi,SP,Party Handle,samajwadiparty,0
87127,hi,BJP,Politician,ianuragthakur,0
152986,en,BJP,Politician,BjpBiplab,2
88409,hi,BJP,Politician,ChouhanShivraj,2
154352,en,INC,Political Leader,DrPramodPSawant,0
112040,en,INC,Party Handle,INCIndia,2
111229,en,BJP,Party Handle,BJP4India,0
9829,hi,BJP,Party Handle,BJP4India,1
113360,en,INC,Party Handle,INCIndia,0
14254,hi,INC,Party Handle,INCIndia,2
151803,en,AAP,Politician,AmitPalekar10,2
96147,hi,BJP,Politician,PankajSinghBJP,0
157773,en,BJP,Political Leader,NBirenSingh,1
97338,hi,BJP,Political Leader,pushkardhami,0
98939,hi,INC,Political Leader,RahulGandhi,0
109064,hi,SP,Party Handle,samajwadiparty,2
107495,hi,SP,Party Handle,samajwadiparty,1
103730,hi,BJP,Political Leader,myogiadityanath,0
162181,en,BJP,Political Leader,smritiirani,0
161061,en,INC,Politician,ShashiTharoor,1
99990,hi,BKS,Politician,Sadhvi_prachi,1
106006,hi,SP,Party Handle,samajwadiparty,1
92842,hi,BJP,Politician,kpmaurya1,0
156408,en,BJP,Political Leader,himantabiswa,0
90684,hi,INC,Politician,harishrawatcmuk,2
93641,hi,BJP,Politician,kpmaurya1,2
157552,en,BJP,Political Leader,NBirenSingh,2
154078,en,BJP,Political Leader,DrPramodPSawant,0
86930,hi,RLD,Politician,AvtarBhadanaMP,1
97119,hi,INC,Politician,priyankagandhi,0
98780,hi,BJP,Politician,PiyushGoyal,2
92612,hi,BJP,Politician,kpmaurya1,2
99793,hi,BKS,Politician,Sadhvi_prachi,0
94492,hi,BJP,Politician,kpmaurya1,0
90474,hi,INC,Politician,HardikPatel_,1
156266,en,BJP,Political Leader,himantabiswa,0
162078,en,BJP,Politician,smritiirani,2
88146,hi,BJP,Politician,ChouhanShivraj,2
103486,hi,BJP,Political Leader,myogiadityanath,0
101351,hi,BJP,Politician,swatantrabjp,0
108872,hi,SP,Party Handle,samajwadiparty,0
14009,hi,INC,Party Handle,INCIndia,2
15347,hi,INC,Party Handle,INCIndia,2
11277,hi,BJP,Party Handle,BJP4India,0
111916,en,INC,Party Handle,INCIndia,2
9512,hi,BJP,Party Handle,BJP4India,2
96083,hi,BJP,Politician,nitin_gadkari,0
85568,hi,SP,Political Leader,yadavakhilesh,1
97240,hi,BJP,Political Leader,pushkardhami,0
98864,hi,BJP,Politician,SinghRPN,0
157675,en,BJP,Political Leader,NBirenSingh,2
92735,hi,BJP,Politician,kpmaurya1,0
94586,hi,AIMIM,Politician,G5MSabir005,2
90588,hi,INC,Politician,harishrawatcmuk,0
156347,en,BJP,Political Leader,himantabiswa,0
105907,hi,SP,Party Handle,samajwadiparty,0
152903,en,BJP,Politician,BjpBiplab,0
87008,hi,BJP,Politician,ianuragthakur,2
154204,en,BJP,Political Leader,DrPramodPSawant,0
88269,hi,BJP,Politician,ChouhanShivraj,0
102182,hi,BJP,Politician,smritiirani,2
103608,hi,BJP,Political Leader,myogiadityanath,0
99903,hi,BKS,Politician,Sadhvi_prachi,2
101477,hi,BJP,Politician,swatantrabjp,2
107370,hi,SP,Party Handle,samajwadiparty,0
14098,hi,INC,Party Handle,INCIndia,2
113276,en,INC,Party Handle,INCIndia,2
11388,hi,BJP,Party Handle,BJP4India,2
12678,hi,INC,Party Handle,INCIndia,2
9609,hi,BJP,Party Handle,BJP4India,0
95867,hi,BJP,Politician,nitin_gadkari,0
152739,en,BJP,Politician,BjpBiplab,2
96887,hi,INC,Politician,incpritamsingh,0
98653,hi,BJP,Politician,PiyushGoyal,0
95374,hi,AAP,Politician,msisodia,1
156987,en,BJP,Politician,jayantrld,0
101103,hi,SP,Politician,SwamiPMaurya,2
94252,hi,BJP,Politician,kpmaurya1,0
105637,hi,SP,Party Handle,samajwadiparty,0
105257,hi,BJP,Political Leader,myogiadityanath,1
101980,hi,BJP,Politician,smritiirani,2
103231,hi,BJP,Political Leader,myogiadityanath,0
86707,hi,BJP,Politician,AshwaniSBJP,0
89817,hi,ASP,Political Leader,BhimArmyChief,2
153582,en,INC,Political Leader,CHARANJITCHANNI,2
99560,hi,INC,Politician,SachinPilot,2
107095,hi,SP,Party Handle,samajwadiparty,2
13838,hi,INC,Party Handle,INCIndia,2
15188,hi,INC,Party Handle,INCIndia,2
11056,hi,BJP,Party Handle,BJP4India,2
12421,hi,INC,Party Handle,INCIndia,0
9310,hi,BJP,Party Handle,BJP4India,1
158761,en,BJP,Politician,nitin_gadkari,0
85359,hi,INC,Politician,AjayLalluINC,0
97007,hi,INC,Politician,priyankagandhi,0
98728,hi,BJP,Politician,PiyushGoyal,2
157435,en,BJP,Political Leader,NBirenSingh,0
92486,hi,BJP,Politician,kpmaurya1,0
94371,hi,BJP,Politician,kpmaurya1,0
155271,en,INC,Politician,ghulamnazad,2
156184,en,BJP,Political Leader,himantabiswa,0
105763,hi,SP,Party Handle,samajwadiparty,0
86803,hi,RLD,Politician,AvtarBhadanaMP,1
153971,en,INC,Politician,digambarkamat,0
153697,en,INC,Political Leader,CHARANJITCHANNI,0
162016,en,BJP,Politician,smritiirani,0
103358,hi,BJP,Political Leader,myogiadityanath,1
101223,hi,BJP,Politician,swatantrabjp,2
108770,hi,SP,Party Handle,samajwadiparty,0
13926,hi,INC,Party Handle,INCIndia,2
113164,en,INC,Party Handle,INCIndia,0
11157,hi,BJP,Party Handle,BJP4India,0
12500,hi,INC,Party Handle,INCIndia,2
9426,hi,BJP,Party Handle,BJP4India,2
97614,hi,BJP,Political Leader,pushkardhami,0
160032,en,BJP,Politician,rajnathsingh,0
158003,en,BJP,Political Leader,narendramodi,0
96396,hi,BJP,Politician,PankajSinghBJP,2
93097,hi,BJP,Politician,kpmaurya1,2
90910,hi,INC,Politician,harishrawatcmuk,2
156642,en,BJP,Political Leader,himantabiswa,0
106175,hi,SP,Party Handle,samajwadiparty,0
102360,hi,SP,Politician,sunilyadv_unnao,2
103985,hi,BJP,Political Leader,myogiadityanath,2
100187,hi,BKS,Politician,Sadhvi_prachi,2
161300,en,INC,Politician,ShashiTharoor,0
107710,hi,SP,Party Handle,samajwadiparty,0
85794,hi,BJP,Politician,AmitShah,2
88633,hi,BJP,Politician,ChouhanShivraj,2
154577,en,BJP,Political Leader,DrPramodPSawant,0
87240,hi,AIMIM,Political Leader,asadowaisi,2
153116,en,BJP,Politician,BjpBiplab,0
109224,hi,SP,Party Handle,samajwadiparty,0
14378,hi,INC,Party Handle,INCIndia,2
15657,hi,INC,Party Handle,INCIndia,2
111304,en,BJP,Party Handle,BJP4India,0
12926,hi,INC,Party Handle,INCIndia,2
9960,hi,BJP,Party Handle,BJP4India,2
97741,hi,BJP,Political Leader,pushkardhami,0
99182,hi,BJP,Political Leader,rajnathsingh,0
158086,en,BJP,Political Leader,narendramodi,0
93218,hi,BJP,Politician,kpmaurya1,0
91019,hi,INC,Politician,harishrawatcmuk,0
156758,en,BJP,Political Leader,himantabiswa,0
162330,en,AIMIM,Politician,syedasimwaqar,0
104109,hi,BJP,Political Leader,myogiadityanath,2
100279,hi,AAP,Politician,SanjayAzadSln,0
161414,en,INC,Politician,ShashiTharoor,2
88750,hi,BJP,Politician,ChouhanShivraj,1
87292,hi,SP,Politician,imashumalik,0
85907,hi,BJP,Politician,AmitShah,0
14458,hi,INC,Party Handle,INCIndia,2
113447,en,INC,Party Handle,INCIndia,1
11713,hi,BJP,Party Handle,BJP4India,0
13023,hi,INC,Party Handle,INCIndia,2
10077,hi,BJP,Party Handle,BJP4India,1
97367,hi,BJP,Political Leader,pushkardhami,0
98949,hi,INC,Political Leader,RahulGandhi,2
157801,en,BJP,Political Leader,NBirenSingh,0
96173,hi,BJP,Politician,PankajSinghBJP,0
157053,en,AIMIM,Politician,G5MSabir005,0
90701,hi,INC,Politician,harishrawatcmuk,0
156425,en,BJP,Political Leader,himantabiswa,2
106017,hi,SP,Party Handle,samajwadiparty,1
102251,hi,BJP,Political Leader,smritiirani,0
103733,hi,BJP,Political Leader,myogiadityanath,2
99995,hi,BKS,Politician,Sadhvi_prachi,0
161064,en,INC,Politician,ShashiTharoor,2
107484,hi,SP,Party Handle,samajwadiparty,0
152969,en,BJP,Politician,BjpBiplab,2
88390,hi,BJP,Politician,ChouhanShivraj,0
154331,en,BJP,Political Leader,DrPramodPSawant,0
87109,hi,BJP,Politician,ianuragthakur,0
109051,hi,SP,Party Handle,samajwadiparty,0
14181,hi,INC,Party Handle,INCIndia,2
15487,hi,INC,Party Handle,INCIndia,2
11509,hi,BJP,Party Handle,BJP4India,2
111972,en,INC,Party Handle,INCIndia,2
9729,hi,BJP,Party Handle,BJP4India,2
97489,hi,BJP,Political Leader,pushkardhami,0
159977,en,INC,Political Leader,RahulGandhi,2
157926,en,BJP,Political Leader,NBirenSingh,2
96287,hi,BJP,Politician,PankajSinghBJP,0
92982,hi,BJP,Politician,kpmaurya1,2
91507,hi,BJP,Political Leader,himantabiswa,0
102295,hi,BJP,Political Leader,smritiirani,0
103860,hi,BJP,Political Leader,myogiadityanath,2
100094,hi,BKS,Politician,Sadhvi_prachi,2
161180,en,INC,Politician,ShashiTharoor,2
109138,hi,SP,Party Handle,samajwadiparty,0
153042,en,BJP,Politician,BjpBiplab,0
152250,en,AIMIM,Political Leader,asadowaisi,1
88515,hi,BJP,Politician,ChouhanShivraj,0
154452,en,BJP,Political Leader,DrPramodPSawant,0
14282,hi,INC,Party Handle,INCIndia,2
113374,en,INC,Party Handle,INCIndia,2
111240,en,BJP,Party Handle,BJP4India,0
12829,hi,INC,Party Handle,INCIndia,2
9847,hi,BJP,Party Handle,BJP4India,0
153399,en,BJP,Politician,BjpBiplab,2
89113,hi,BJP,Politician,ChouhanShivraj,0
158303,en,BJP,Political Leader,narendramodi,0
151916,en,INC,Politician,AnandSharmaINC,2
152606,en,SAD,Politician,officeofssbadal,1
159070,en,BJP,Politician,PemaKhanduBJP,0
98123,hi,BJP,Political Leader,pushkardhami,0
94797,hi,BSP,Political Leader,Mayawati,1
91702,hi,BJP,Politician,jairamthakurbjp,2
93544,hi,BJP,Politician,kpmaurya1,0
10144,hi,BJP,Party Handle,BJP4India,0
111487,en,INC,Party Handle,INCIndia,0
10432,hi,BJP,Party Handle,BJP4India,2
154975,en,INC,Politician,digvijaya_28,1
155457,en,SAD,Politician,HarsimratBadal_,1
104492,hi,BJP,Political Leader,myogiadityanath,2
102791,hi,BJP,Politician,tsrawatbjp,1
160246,en,BJP,Politician,KirenRijiju,0
109609,hi,AIMIM,Party Handle,aimim_national,1
106535,hi,SP,Party Handle,samajwadiparty,1
108079,hi,SP,Party Handle,samajwadiparty,0
112235,en,INC,Party Handle,INCIndia,0
112852,en,INC,Party Handle,INCIndia,1
86223,hi,Apna Dal,Politician,AnupriyaSPatel,0
87647,hi,INC,Politician,bhupeshbaghel,0
89233,hi,BJP,Politician,ChouhanShivraj,0
159189,en,BJP,Politician,PemaKhanduBJP,0
98247,hi,BJP,Political Leader,pushkardhami,0
157227,en,Jammu and Kashmir Peoples Democratic Party,Political Leader,MehboobaMufti,2
158403,en,BJP,Political Leader,narendramodi,0
91828,hi,BJP,Politician,jairamthakurbjp,1
93654,hi,BJP,Politician,kpmaurya1,0
90030,hi,INC,Politician,digvijaya_28,0
155575,en,SAD,Politician,HarsimratBadal_,2
13077,hi,INC,Party Handle,INCIndia,2
104620,hi,BJP,Political Leader,myogiadityanath,2
102915,hi,BJP,Politician,TIRATHSRAWAT,0
160340,en,BJP,Politician,KirenRijiju,0
100728,hi,BJP,Politician,satpalmaharaj,0
109719,hi,AIMIM,Party Handle,aimim_national,2
112275,en,INC,Party Handle,INCIndia,1
112892,en,INC,Party Handle,INCIndia,0
10530,hi,BJP,Party Handle,BJP4India,2
12060,hi,INC,Party Handle,INCIndia,2
111389,en,BJP,Party Handle,BJP4India,0
153256,en,BJP,Politician,BjpBiplab,0
153826,en,BJP,Politician,ChouhanShivraj,0
85995,hi,BJP,Politician,AmitShah,2
152382,en,SAD,Politician,bsmajithia,1
158911,en,INC,Politician,Partap_Sbajwa,0
10201,hi,BJP,Party Handle,BJP4India,2
11807,hi,INC,Party Handle,INCIndia,2
97867,hi,BJP,Political Leader,pushkardhami,0
14533,hi,INC,Party Handle,INCIndia,2
13120,hi,INC,Party Handle,INCIndia,2
15851,hi,INC,Party Handle,INCIndia,2
94745,hi,AIMIM,Politician,G5MSabir005,2
158163,en,BJP,Political Leader,narendramodi,0
93327,hi,BJP,Politician,kpmaurya1,2
154813,en,BJP,Political Leader,DrPramodPSawant,0
91113,hi,INC,Politician,harishrawatcmuk,2
104236,hi,BJP,Political Leader,myogiadityanath,2
161539,en,INC,Politician,ShashiTharoor,0
102547,hi,BJP,Politician,tsrawatbjp,0
99260,hi,BJP,Political Leader,rajnathsingh,0
100388,hi,AAP,Politician,SanjayAzadSln,2
106317,hi,SP,Party Handle,samajwadiparty,0
107891,hi,SP,Party Handle,samajwadiparty,0
153334,en,BJP,Politician,BjpBiplab,0
88990,hi,BJP,Politician,ChouhanShivraj,2
86098,hi,BJP,Politician,AmitShah,1
152487,en,SAD,Politician,officeofssbadal,2
158977,en,INC,Politician,Partap_Sbajwa,0
97995,hi,BJP,Political Leader,pushkardhami,0
157130,en,AIMIM,Politician,BabuAjgaonkar,1
109379,hi,SP,Party Handle,samajwadiparty,2
106274,hi,SP,Party Handle,samajwadiparty,0
111444,en,INC,Party Handle,INCIndia,1
91577,hi,BJP,Politician,jairamthakurbjp,0
10322,hi,BJP,Party Handle,BJP4India,0
93437,hi,BJP,Politician,kpmaurya1,0
91221,hi,INC,Politician,harishrawatcmuk,2
104364,hi,BJP,Political Leader,myogiadityanath,0
102667,hi,BJP,Politician,tsrawatbjp,0
99299,hi,Shiv Sena,Politician,rautsanjay61,2
100511,hi,AAP,Politician,SanjayAzadSln,0
106423,hi,SP,Party Handle,samajwadiparty,0
107979,hi,SP,Party Handle,samajwadiparty,1
112197,en,INC,Party Handle,INCIndia,1
14610,hi,INC,Party Handle,INCIndia,2
96636,hi,INC,Politician,incpritamsingh,2
89589,hi,BJP,Politician,ChouhanShivraj,1
86492,hi,AAP,Political Leader,ArvindKejriwal,0
152652,en,BJP,Politician,Bhupendrapbjp,0
84994,hi,AAP,Politician,ColAjayKothiyal,2
98515,hi,BJP,Politician,PiyushGoyal,0
105001,hi,BJP,Political Leader,myogiadityanath,2
95206,hi,BJP,Politician,mlkhattar,2
95770,hi,BJP,Politician,nitin_gadkari,0
92196,hi,BJP,Politician,jairamthakurbjp,0
94004,hi,BJP,Politician,kpmaurya1,1
90299,hi,INC,Politician,digvijaya_28,0
155863,en,BJP,Political Leader,himantabiswa,2
88013,hi,INC,Politician,bhupeshbaghel,0
105396,hi,SP,Party Handle,samajwadiparty,2
101815,hi,BJP,Politician,smritiirani,0
162549,en,AIMIM,Politician,warispathan,2
160629,en,BJP,Politician,KirenRijiju,0
160970,en,INC,Politician,sherryontopp,2
106861,hi,SP,Party Handle,samajwadiparty,0
108482,hi,SP,Party Handle,samajwadiparty,0
13653,hi,INC,Party Handle,INCIndia,2
15013,hi,INC,Party Handle,INCIndia,2
111051,en,BJP,Party Handle,BJP4India,0
111699,en,INC,Party Handle,INCIndia,2
9084,hi,BJP,Party Handle,BJP4India,2
156943,en,BJP,Politician,jayantrld,2
85122,hi,AAP,Politician,ColAjayKothiyal,0
96763,hi,INC,Politician,incpritamsingh,0
98579,hi,BJP,Politician,PiyushGoyal,2
95304,hi,AAP,Politician,msisodia,2
158669,en,BJP,Politician,nitin_gadkari,0
94126,hi,BJP,Politician,kpmaurya1,1
155131,en,INC,Politician,digvijaya_28,2
155967,en,BJP,Political Leader,himantabiswa,0
105513,hi,SP,Party Handle,samajwadiparty,2
105129,hi,BJP,Political Leader,myogiadityanath,2
101894,hi,BJP,Politician,smritiirani,2
86591,hi,SP,Politician,aashishsy,0
89712,hi,BJP,Politician,ChouhanShivraj,0
153470,en,INC,Politician,capt_amarinder,2
103125,hi,AIMIM,Politician,warispathan,2
99448,hi,INC,Politician,SachinPilot,0
101071,hi,INC,Politician,Sukhjinder_INC,1
106969,hi,SP,Party Handle,samajwadiparty,0
108577,hi,SP,Party Handle,samajwadiparty,0
13735,hi,INC,Party Handle,INCIndia,2
15119,hi,INC,Party Handle,INCIndia,2
10998,hi,BJP,Party Handle,BJP4India,0
111758,en,INC,Party Handle,INCIndia,2
9202,hi,BJP,Party Handle,BJP4India,0
86327,hi,Apna Dal,Politician,AnupriyaSPatel,1
87769,hi,INC,Politician,bhupeshbaghel,2
89357,hi,BJP,Politician,ChouhanShivraj,2
159297,en,BJP,Politician,PemaKhanduBJP,0
98373,hi,BJP,Political Leader,pushkardhami,1
94962,hi,BJP,Politician,mlkhattar,0
95689,hi,BJP,Political Leader,narendramodi,1
91953,hi,BJP,Politician,jairamthakurbjp,0
155050,en,INC,Politician,digvijaya_28,2
104748,hi,BJP,Political Leader,myogiadityanath,1
101640,hi,BJP,Politician,smritiirani,2
162391,en,AAP,Politician,VenzyViegas,1
160434,en,BJP,Politician,KirenRijiju,2
100851,hi,BJP,Politician,satpalmaharaj,0
168278,en,AIMIM,Party Handle,aimim_national,2
108279,hi,SP,Party Handle,samajwadiparty,2
13462,hi,INC,Party Handle,INCIndia,2
14867,hi,INC,Party Handle,INCIndia,2
10657,hi,BJP,Party Handle,BJP4India,2
12131,hi,INC,Party Handle,INCIndia,2
14491,hi,INC,Party Handle,INCIndia,2
15807,hi,INC,Party Handle,INCIndia,2
87889,hi,INC,Politician,bhupeshbaghel,0
89469,hi,BJP,Politician,ChouhanShivraj,0
152055,en,AAP,Political Leader,ArvindKejriwal,0
84866,hi,AAP,Politician,ColAjayKothiyal,0
159414,en,BJP,Politician,PemaKhanduBJP,2
98455,hi,BJP,Politician,PiyushGoyal,2
95086,hi,BJP,Politician,mlkhattar,1
158574,en,BJP,Politician,nitin_gadkari,2
92075,hi,BJP,Politician,jairamthakurbjp,0
93882,hi,BJP,Politician,kpmaurya1,0
90210,hi,INC,Politician,digvijaya_28,1
155773,en,BJP,Political Leader,himantabiswa,0
104874,hi,BJP,Political Leader,myogiadityanath,1
101726,hi,BJP,Politician,smritiirani,2
162507,en,goa forward party,Politician,VijaiSardesai,2
160538,en,BJP,Politician,KirenRijiju,0
100971,hi,SP,Politician,shivpalsinghyad,0
106774,hi,SP,Party Handle,samajwadiparty,0
108389,hi,SP,Party Handle,samajwadiparty,0
112329,en,INC,Party Handle,INCIndia,2
112982,en,INC,Party Handle,INCIndia,0
10778,hi,BJP,Party Handle,BJP4India,2
11274,hi,BJP,Party Handle,BJP4India,0
12576,hi,INC,Party Handle,INCIndia,2
9515,hi,BJP,Party Handle,BJP4India,2
90475,hi,INC,Politician,HardikPatel_,2
94491,hi,BJP,Politician,kpmaurya1,1
92609,hi,BJP,Politician,kpmaurya1,0
105822,hi,SP,Party Handle,samajwadiparty,0
101354,hi,BJP,Politician,swatantrabjp,0
99794,hi,BKS,Politician,Sadhvi_prachi,2
103485,hi,BJP,Political Leader,myogiadityanath,2
102134,hi,BJP,Politician,smritiirani,0
108875,hi,SP,Party Handle,samajwadiparty,0
113218,en,INC,Party Handle,INCIndia,2
112518,en,INC,Party Handle,INCIndia,2
95938,hi,BJP,Politician,nitin_gadkari,0
152793,en,BJP,Politician,BjpBiplab,0
86804,hi,RLD,Politician,AvtarBhadanaMP,2
153970,en,INC,Politician,digambarkamat,0
153695,en,INC,Political Leader,CHARANJITCHANNI,1
85358,hi,INC,Politician,AjayLalluINC,0
156268,en,BJP,Political Leader,himantabiswa,0
97116,hi,INC,Politician,priyankagandhi,1
98779,hi,BJP,Politician,PiyushGoyal,0
157553,en,BJP,Political Leader,NBirenSingh,0
11385,hi,BJP,Party Handle,BJP4India,2
12677,hi,INC,Party Handle,INCIndia,2
91460,hi,BJP,Political Leader,himantabiswa,0
90589,hi,INC,Politician,harishrawatcmuk,0
92732,hi,BJP,Politician,kpmaurya1,2
101480,hi,BJP,Politician,swatantrabjp,2
99904,hi,BKS,Politician,Sadhvi_prachi,1
103607,hi,BJP,Political Leader,myogiadityanath,1
102179,hi,BJP,Politician,smritiirani,2
107371,hi,SP,Party Handle,samajwadiparty,0
113279,en,INC,Party Handle,INCIndia,2
14099,hi,INC,Party Handle,INCIndia,2
9612,hi,BJP,Party Handle,BJP4India,2
152846,en,BJP,Politician,BjpBiplab,0
86931,hi,RLD,Politician,AvtarBhadanaMP,0
154077,en,BJP,Political Leader,DrPramodPSawant,0
88143,hi,BJP,Politician,ChouhanShivraj,2
158792,en,BJP,Politician,nitin_gadkari,0
157436,en,BJP,Political Leader,NBirenSingh,2
153467,en,INC,Politician,capt_amarinder,0
13839,hi,INC,Party Handle,INCIndia,2
9313,hi,BJP,Party Handle,BJP4India,2
12420,hi,INC,Party Handle,INCIndia,2
11053,hi,BJP,Party Handle,BJP4India,2
15191,hi,INC,Party Handle,INCIndia,2
107096,hi,SP,Party Handle,samajwadiparty,0
161984,en,BJP,Politician,smritiirani,2
103230,hi,BJP,Political Leader,myogiadityanath,0
85248,hi,INC,Politician,AjayLalluINC,0
158734,en,BJP,Politician,nitin_gadkari,0
95375,hi,AAP,Politician,msisodia,2
98652,hi,BJP,Politician,PiyushGoyal,2
96884,hi,INC,Politician,incpritamsingh,1
156080,en,BJP,Political Leader,himantabiswa,2
94251,hi,BJP,Politician,kpmaurya1,0
92395,hi,BJP,Politician,jayantrld,2
105258,hi,BJP,Political Leader,myogiadityanath,2
105636,hi,SP,Party Handle,samajwadiparty,0
101106,hi,SP,Politician,SwamiPMaurya,2
99561,hi,INC,Politician,SachinPilot,0
98727,hi,BJP,Politician,PiyushGoyal,0
86592,hi,SP,Politician,aashishsy,2
153580,en,INC,Political Leader,CHARANJITCHANNI,2
9429,hi,BJP,Party Handle,BJP4India,2
111864,en,INC,Party Handle,INCIndia,2
11154,hi,BJP,Party Handle,BJP4India,2
89816,hi,ASP,Political Leader,BhimArmyChief,1
13927,hi,INC,Party Handle,INCIndia,2
113167,en,INC,Party Handle,INCIndia,2
97004,hi,INC,Politician,priyankagandhi,0
156186,en,BJP,Political Leader,himantabiswa,2
155272,en,INC,Politician,ghulamnazad,2
94370,hi,BJP,Politician,kpmaurya1,0
157019,en,INC,Politician,KapilSibal,1
105762,hi,SP,Party Handle,samajwadiparty,2
101226,hi,BJP,Politician,swatantrabjp,2
99678,hi,BKS,Politician,Sadhvi_prachi,2
103357,hi,BJP,Political Leader,myogiadityanath,0
162014,en,BJP,Politician,smritiirani,0
108773,hi,SP,Party Handle,samajwadiparty,2
107188,hi,SP,Party Handle,samajwadiparty,0
152742,en,BJP,Politician,BjpBiplab,0
86708,hi,BJP,Politician,AshwaniSBJP,0
97237,hi,BJP,Political Leader,pushkardhami,0
98863,hi,BJP,Politician,SinghRPN,0
157676,en,BJP,Political Leader,NBirenSingh,0
11658,hi,BJP,Party Handle,BJP4India,0
12925,hi,INC,Party Handle,INCIndia,2
106174,hi,SP,Party Handle,samajwadiparty,0
161303,en,INC,Politician,ShashiTharoor,0
100188,hi,BKS,Politician,Sadhvi_prachi,2
103984,hi,BJP,Political Leader,myogiadityanath,2
102357,hi,SP,Politician,sunilyadv_unnao,1
109226,hi,SP,Party Handle,samajwadiparty,0
107711,hi,SP,Party Handle,samajwadiparty,2
15659,hi,INC,Party Handle,INCIndia,2
14379,hi,INC,Party Handle,INCIndia,2
9963,hi,BJP,Party Handle,BJP4India,0
96085,hi,BJP,Politician,nitin_gadkari,0
152251,en,AIMIM,Political Leader,asadowaisi,0
153045,en,BJP,Politician,BjpBiplab,0
154451,en,BJP,Political Leader,DrPramodPSawant,0
88512,hi,BJP,Politician,ChouhanShivraj,0
85689,hi,BJP,Politician,AmitShah,0
96290,hi,BJP,Politician,PankajSinghBJP,2
157927,en,BJP,Political Leader,NBirenSingh,0
93094,hi,BJP,Politician,kpmaurya1,2
90911,hi,INC,Politician,harishrawatcmuk,0
156645,en,BJP,Political Leader,himantabiswa,2
97611,hi,BJP,Political Leader,pushkardhami,0
11711,hi,BJP,Party Handle,BJP4India,0
13022,hi,INC,Party Handle,INCIndia,2
94731,hi,AIMIM,Politician,G5MSabir005,1
93215,hi,BJP,Politician,kpmaurya1,0
161417,en,INC,Politician,ShashiTharoor,0
100280,hi,AAP,Politician,SanjayAzadSln,2
104108,hi,BJP,Political Leader,myogiadityanath,1
102427,hi,AIMIM,Politician,syedasimwaqar,1
107801,hi,SP,Party Handle,samajwadiparty,0
15756,hi,INC,Party Handle,INCIndia,2
14459,hi,INC,Party Handle,INCIndia,0
10080,hi,BJP,Party Handle,BJP4India,2
153119,en,BJP,Politician,BjpBiplab,0
87241,hi,AIMIM,Political Leader,asadowaisi,2
88630,hi,BJP,Politician,ChouhanShivraj,1
85793,hi,BJP,Politician,AmitShah,0
96399,hi,BJP,Politician,PankajSinghBJP,0
95480,hi,BJP,Political Leader,narendramodi,0
99087,hi,BJP,Politician,rajnathsingh,0
159976,en,INC,Political Leader,RahulGandhi,2
97486,hi,BJP,Political Leader,pushkardhami,2
156537,en,BJP,Political Leader,himantabiswa,0
11506,hi,BJP,Party Handle,BJP4India,2
97364,hi,BJP,Political Leader,pushkardhami,0
